2,0,120,317,180,115,1,1,1,1
2,0,335,345,90,60,1,1,1,1
2,0,500,337,60,45,1,1,1,1
2,0,680,337,280,65,1,1,1,1
2,0,912,347,55,45,1,1,1,1
3,0,119,317,180,115,1,1,1,1
3,0,334,345,90,60,1,1,1,1
3,0,499,337,60,45,1,1,1,1
3,0,679,337,280,65,1,1,1,1
3,0,912,347,55,45,1,1,1,1
4,0,119,317,180,115,1,1,1,1
4,0,334,345,90,60,1,1,1,1
4,0,499,337,60,45,1,1,1,1
4,0,679,337,280,65,1,1,1,1
4,0,912,347,55,45,1,1,1,1
5,0,119,317,180,115,1,1,1,1
5,0,334,345,90,60,1,1,1,1
5,0,499,337,60,45,1,1,1,1
5,0,679,337,280,65,1,1,1,1
5,0,912,347,55,45,1,1,1,1
6,0,119,317,180,115,1,1,1,1
6,0,334,345,90,60,1,1,1,1
6,0,499,337,60,45,1,1,1,1
6,0,679,337,280,65,1,1,1,1
6,0,912,347,55,45,1,1,1,1
7,0,119,317,180,115,1,1,1,1
7,0,334,345,90,60,1,1,1,1
7,0,499,337,60,45,1,1,1,1
7,0,679,337,280,65,1,1,1,1
7,0,912,347,55,45,1,1,1,1
8,0,119,317,180,115,1,1,1,1
8,0,334,345,90,60,1,1,1,1
8,0,499,337,60,45,1,1,1,1
8,0,679,337,280,65,1,1,1,1
8,0,912,347,55,45,1,1,1,1
9,0,119,317,180,115,1,1,1,1
9,0,334,345,90,60,1,1,1,1
9,0,499,337,60,45,1,1,1,1
9,0,679,337,280,65,1,1,1,1
9,0,912,347,55,45,1,1,1,1
10,0,119,317,180,115,1,1,1,1
10,0,334,345,90,60,1,1,1,1
10,0,499,337,60,45,1,1,1,1
10,0,679,337,280,65,1,1,1,1
10,0,912,347,55,45,1,1,1,1
11,0,119,317,180,115,1,1,1,1
11,0,334,345,90,60,1,1,1,1
11,0,499,337,60,45,1,1,1,1
11,0,679,337,280,65,1,1,1,1
11,0,912,347,55,45,1,1,1,1
12,0,119,317,180,115,1,1,1,1
12,0,334,345,90,60,1,1,1,1
12,0,499,337,60,45,1,1,1,1
12,0,679,337,280,65,1,1,1,1
12,0,912,347,55,45,1,1,1,1
13,0,119,317,180,115,1,1,1,1
13,0,334,345,90,60,1,1,1,1
13,0,499,337,60,45,1,1,1,1
13,0,679,337,280,65,1,1,1,1
13,0,911,347,55,45,1,1,1,1
14,0,119,317,180,115,1,1,1,1
14,0,334,345,90,60,1,1,1,1
14,0,499,337,60,45,1,1,1,1
14,0,679,337,280,65,1,1,1,1
14,0,911,347,55,45,1,1,1,1
15,0,119,317,180,115,1,1,1,1
15,0,334,345,90,60,1,1,1,1
15,0,499,337,60,45,1,1,1,1
15,0,679,337,280,65,1,1,1,1
15,0,911,347,55,45,1,1,1,1
16,0,119,317,180,115,1,1,1,1
16,0,334,345,90,60,1,1,1,1
16,0,499,337,60,45,1,1,1,1
16,0,679,337,280,65,1,1,1,1
16,0,911,347,55,45,1,1,1,1
17,0,119,317,180,115,1,1,1,1
17,0,334,345,90,60,1,1,1,1
17,0,499,337,60,45,1,1,1,1
17,0,679,337,280,65,1,1,1,1
17,0,911,347,55,45,1,1,1,1
18,0,118,317,180,115,1,1,1,1
18,0,334,345,90,60,1,1,1,1
18,0,499,337,60,45,1,1,1,1
18,0,679,337,280,65,1,1,1,1
18,0,911,347,55,45,1,1,1,1
19,0,118,317,180,115,1,1,1,1
19,0,334,345,90,60,1,1,1,1
19,0,499,337,60,45,1,1,1,1
19,0,679,337,280,65,1,1,1,1
19,0,911,347,55,45,1,1,1,1
20,0,118,317,180,115,1,1,1,1
20,0,334,345,90,60,1,1,1,1
20,0,499,337,60,45,1,1,1,1
20,0,679,337,280,65,1,1,1,1
20,0,911,347,55,45,1,1,1,1
21,0,118,317,180,115,1,1,1,1
21,0,334,345,90,60,1,1,1,1
21,0,499,337,60,45,1,1,1,1
21,0,679,337,280,65,1,1,1,1
21,0,911,347,55,45,1,1,1,1
22,0,118,317,180,115,1,1,1,1
22,0,334,345,90,60,1,1,1,1
22,0,499,337,60,45,1,1,1,1
22,0,679,337,280,65,1,1,1,1
22,0,911,347,55,45,1,1,1,1
23,0,118,317,180,115,1,1,1,1
23,0,334,345,90,60,1,1,1,1
23,0,499,337,60,45,1,1,1,1
23,0,679,337,280,65,1,1,1,1
23,0,911,347,55,45,1,1,1,1
24,0,118,317,180,115,1,1,1,1
24,0,334,345,90,60,1,1,1,1
24,0,499,337,60,45,1,1,1,1
24,0,679,337,280,65,1,1,1,1
24,0,911,347,55,45,1,1,1,1
25,0,118,317,180,115,1,1,1,1
25,0,334,345,90,60,1,1,1,1
25,0,499,337,60,45,1,1,1,1
25,0,679,337,280,65,1,1,1,1
25,0,911,347,55,45,1,1,1,1
26,0,118,317,180,115,1,1,1,1
26,0,334,345,90,60,1,1,1,1
26,0,499,337,60,45,1,1,1,1
26,0,679,337,280,65,1,1,1,1
26,0,911,347,55,45,1,1,1,1
27,0,118,317,180,115,1,1,1,1
