0,885100000,1784,1081,204,49,1,1,1,1
0,469300000,2244,1061,107,39,1,1,1,1
1,204300000,1369,1069,180,56,1,1,1,1
1,259100000,958,1108,251,43,1,1,1,1
2,259100000,965,1109,247,42,1,1,1,1
3,259100000,972,1110,245,42,1,1,1,1
4,259100000,980,1109,241,41,1,1,1,1
5,259100000,987,1109,243,41,1,1,1,1
6,259100000,996,1109,241,41,1,1,1,1
7,259100000,1004,1110,236,40,1,1,1,1
8,259100000,1008,1109,246,42,1,1,1,1
9,259100000,1016,1109,246,42,1,1,1,1
10,259100000,1025,1109,242,41,1,1,1,1
11,259100000,1028,1108,248,43,1,1,1,1
12,259100000,1034,1108,248,43,1,1,1,1
13,259100000,1043,1108,241,42,1,1,1,1
14,259100000,1049,1107,245,42,1,1,1,1
15,259100000,1049,1107,245,42,1,1,1,1
16,259100000,1049,1107,245,42,1,1,1,1
17,259100000,1049,1107,245,42,1,1,1,1
18,259100000,1049,1107,245,42,1,1,1,1
19,259100000,1077,1107,235,41,1,1,1,1
20,259100000,1077,1107,235,41,1,1,1,1
21,259100000,1077,1107,235,41,1,1,1,1
22,259100000,1077,1107,235,41,1,1,1,1
