0,1,881,612,339,81,1,1,1,1
0,2,1289,606,137,35,1,1,1,1
1,3,1782,1029,200,43,1,1,1,1
1,4,2248,1007,109,37,1,1,1,1
2,3,1793,1030,196,41,1,1,1,1
2,4,2243,1007,111,38,1,1,1,1
3,3,1800,1030,199,41,1,1,1,1
3,4,2238,1007,110,37,1,1,1,1
4,3,1810,1030,196,41,1,1,1,1
4,4,2231,1007,109,37,1,1,1,1
5,3,1817,1030,199,41,1,1,1,1
5,4,2225,1008,109,37,1,1,1,1
6,3,1828,1030,193,41,1,1,1,1
6,4,2218,1007,111,38,1,1,1,1
7,3,1833,1029,197,42,1,1,1,1
7,4,2211,1006,113,39,1,1,1,1
8,3,1841,1030,193,40,1,1,1,1
8,4,2207,1007,110,38,1,1,1,1
9,3,1848,1029,194,41,1,1,1,1
9,4,2200,1008,110,37,1,1,1,1
10,3,1860,1030,184,39,1,1,1,1
10,4,2195,1009,107,36,1,1,1,1
11,3,1861,1028,195,41,1,1,1,1
11,4,2189,1009,107,37,1,1,1,1
12,3,1871,1029,190,40,1,1,1,1
12,4,2181,1009,110,37,1,1,1,1
13,3,1878,1030,192,40,1,1,1,1
13,4,2174,1009,112,38,1,1,1,1
14,3,1887,1030,190,39,1,1,1,1
14,4,2166,1009,114,38,1,1,1,1
15,3,1893,1030,191,39,1,1,1,1
15,4,2157,1009,117,39,1,1,1,1
16,3,1901,1029,188,39,1,1,1,1
16,4,2152,1009,114,39,1,1,1,1
17,3,1908,1029,188,39,1,1,1,1
17,4,2145,1008,115,39,1,1,1,1
18,3,1915,1028,188,39,1,1,1,1
18,4,2139,1009,115,39,1,1,1,1
19,3,1923,1029,185,38,1,1,1,1
19,4,2132,1009,115,39,1,1,1,1
20,3,1929,1028,187,39,1,1,1,1
20,4,2126,1009,114,39,1,1,1,1
21,3,1935,1028,190,39,1,1,1,1
21,4,2122,1010,109,37,1,1,1,1
22,3,1935,1028,190,39,1,1,1,1
22,4,2111,1008,115,39,1,1,1,1
23,3,1935,1028,190,39,1,1,1,1
23,4,2105,1009,115,39,1,1,1,1
24,3,1935,1028,190,39,1,1,1,1
24,4,2098,1009,115,39,1,1,1,1
25,3,1935,1028,190,39,1,1,1,1
25,4,2094,1009,114,39,1,1,1,1
26,3,1964,1025,191,39,1,1,1,1
26,4,2069,1008,122,40,1,1,1,1
27,3,1964,1025,191,39,1,1,1,1
27,4,2077,1008,115,39,1,1,1,1
28,3,1964,1025,191,39,1,1,1,1
28,4,2071,1009,115,39,1,1,1,1
29,3,1964,1025,191,39,1,1,1,1
29,4,2064,1009,115,39,1,1,1,1
30,3,1964,1025,191,39,1,1,1,1
30,4,2062,1009,114,39,1,1,1,1
31,3,1985,1019,204,42,1,1,1,1
31,4,2051,1008,119,39,1,1,1,1
32,3,1985,1019,204,42,1,1,1,1
32,4,2043,1008,115,39,1,1,1,1
33,3,1985,1019,204,42,1,1,1,1
33,4,2037,1009,115,39,1,1,1,1
34,3,1985,1019,204,42,1,1,1,1
34,4,2036,1009,115,39,1,1,1,1
35,3,1985,1019,204,42,1,1,1,1
35,4,2036,1009,115,39,1,1,1,1
36,3,2017,1018,202,43,1,1,1,1
36,4,2026,1008,117,39,1,1,1,1
37,3,2017,1018,202,43,1,1,1,1
37,4,2026,1008,117,39,1,1,1,1
38,3,2017,1018,202,43,1,1,1,1
38,4,2026,1008,117,39,1,1,1,1
39,3,2017,1018,202,43,1,1,1,1
39,4,2026,1008,117,39,1,1,1,1
40,3,2017,1018,202,43,1,1,1,1
40,4,2026,1008,117,39,1,1,1,1
41,3,2057,1022,190,40,1,1,1,1
41,4,1987,1011,121,39,1,1,1,1
42,3,2057,1022,190,40,1,1,1,1
42,4,1986,1011,121,39,1,1,1,1
43,3,2057,1022,190,40,1,1,1,1
43,4,1985,1011,121,39,1,1,1,1
44,3,2057,1022,190,40,1,1,1,1
