1,0,1903,918,123,43,1,1,1,1
1,0,79,909,462,85,1,1,1,1
2,0,1903,918,125,43,1,1,1,1
2,0,86,911,454,83,1,1,1,1
2,0,68,946,128,47,1,1,1,1
3,0,1906,917,126,44,1,1,1,1
3,0,90,911,450,83,1,1,1,1
3,0,70,945,129,49,1,1,1,1
4,0,1909,918,125,43,1,1,1,1
5,0,1912,918,123,43,1,1,1,1
5,0,108,912,451,83,1,1,1,1
5,0,84,942,136,51,1,1,1,1
6,0,1915,917,124,43,1,1,1,1
6,0,114,913,449,82,1,1,1,1
6,0,88,941,138,52,1,1,1,1
7,0,1916,916,127,44,1,1,1,1
8,0,1917,916,128,44,1,1,1,1
8,0,134,916,433,79,1,1,1,1
9,0,1920,917,126,43,1,1,1,1
9,0,135,914,441,81,1,1,1,1
10,0,1921,916,130,45,1,1,1,1
10,0,144,914,440,81,1,1,1,1
11,0,1923,916,131,45,1,1,1,1
11,0,150,912,448,83,1,1,1,1
12,0,1923,916,134,45,1,1,1,1
12,0,169,914,433,80,1,1,1,1
13,0,1925,916,134,46,1,1,1,1
13,0,165,913,441,82,1,1,1,1
14,0,1926,917,134,45,1,1,1,1
14,0,168,913,440,82,1,1,1,1
15,0,1927,918,132,44,1,1,1,1
15,0,165,913,441,82,1,1,1,1
15,0,148,946,119,45,1,1,1,1
16,0,1928,917,133,45,1,1,1,1
16,0,186,911,448,83,1,1,1,1
16,0,154,946,118,44,1,1,1,1
17,0,1929,918,132,44,1,1,1,1
17,0,212,912,433,80,1,1,1,1
18,0,1929,918,131,45,1,1,1,1
18,0,198,914,432,80,1,1,1,1
18,0,168,943,124,47,1,1,1,1
19,0,1930,919,131,44,1,1,1,1
19,0,201,913,440,82,1,1,1,1
19,0,174,943,124,47,1,1,1,1
